Title,Genre,Languages,Type,CountryAvailability,Runtime,Director,ViewRating,AwardsReceived,AwardsNominatedFor,Boxoffice,NetflixReleaseDate
Sonic the Hedgehog,Action,English,Movie,Russia,120,Jeff Fowler,PG,2,6,148974665,2021-01-28
You Should Have Left,Drama,English,Movie,South Korea,120,David Koepp,R,0,0,0,2021-01-28
Partners The Movie III,Crime,Japanese,Movie,Japan,120,Akiyoshi Kimata,Unrated,0,0,0,2021-01-28
Partners The Movie II,Drama,Japanese,Movie,Japan,120,Akiyoshi Kimata,Unrated,0,0,0,2021-01-28
Partners The Movie,Drama,Japanese,Movie,Japan,120,Akiyoshi Kimata,Unrated,0,0,0,2021-01-28
Partners The Movie IV,Comedy,English,Movie,Japan,170,Steven Spielberg ,Unrated,0,0,0,2021-01-28
Sober Companion,Comedy,English,Series,South Africa,30,Don Scardino,Unrated,0,0,0,2021-01-28
National Street,Comedy,Czech,Movie,Czech Republic,120,Stepan Altrichter,Unrated,0,3,0,2021-01-28
Penguin Bloom,Drama,English,Movie,France,120,Glendyn Ivin,TV-14,1,1,0,2021-01-28
50M2,Comedy,Turkish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-28
Samjin Company English Class,Comedy,Korean,Movie,South Korea,120,Jongpil Lee,Unrated,1,5,0,2021-01-27
Kilometers and Kilometers,Adventure,Malayalam,Movie,Mexico,170,Jeo Baby,Unrated,0,0,0,2021-01-27
Prokurator,Crime,Polish,Movie,Poland,30,Steven Spielberg ,Unrated,1,0,0,2021-01-27
Go Dog Go,Animation,English,Movie,Poland,30,Steven Spielberg ,TV-Y,0,0,0,2021-01-27
Accomplice,Film-Noir,English,Movie,Poland,120,Walter Colmes,Approved,0,0,0,2021-01-27
Game of Truth,Comedy,Russian,Movie,Russia,120,Viktor Shamirov,Unrated,1,2,0,2021-01-26
Jiu Jitsu,Action,English,Movie,Netherlands,120,Dimitri Logothetis,R,0,0,0,2021-01-26
Squadron 303,Drama,Polish,Movie,Poland,120,Denis Delic,Unrated,0,1,0,2021-01-26
Lara,Drama,German,Series,Romania,30,JanOle Gerster,Unrated,12,19,0,2021-01-24
The Anniversary,Comedy,English,Movie,Romania,120,Roy Ward Baker,Approved,0,0,0,2021-01-24
That Trip we took with Dad,Comedy,German,Movie,Romania,120,Anca Miruna Lazarescu,Unrated,8,2,0,2021-01-24
The Oddsockeaters,Animation,Czech,Movie,Romania,120,Galina Miklnov,Unrated,0,1,0,2021-01-24
The Oak,Comedy,Romanian,Movie,Romania,120,Lucian Pintilie,Unrated,3,1,0,2021-01-24
Touch Me Not,Drama,English,Movie,Romania,170,Adina Pintilie,Unrated,4,19,13782,2021-01-24
Youtube Bazaar,Documentary,Romanian,Movie,Romania,120,Dan Chisu,Unrated,0,0,0,2021-01-24
Zavera,Drama,Romanian,Movie,Romania,120,Andrei Gruzsniczki,Unrated,0,3,0,2021-01-24
It Takes Two to Fence,Drama,Romanian,Movie,Romania,120,Andrei Gheorghe,Unrated,4,3,0,2021-01-24
Funeralii fericite,Comedy,Romanian,Movie,Romania,120,Horatiu Malaele,Unrated,0,0,0,2021-01-24
Doua Lozuri,Comedy,Romanian,Movie,Romania,120,Aurel Miheles,Unrated,0,0,0,2021-01-24
Chasing Rainbows,Comedy,Romanian,Movie,Romania,120,Dan Chisu,Unrated,0,13,0,2021-01-24
Caisa,Documentary,Romanian,Movie,Romania,120,Alexandru Mavrodineanu,Unrated,1,1,0,2021-01-24
Between Pain and Amen,Drama,Romanian,Movie,Romania,170,Toma Enache,Unrated,40,22,0,2021-01-24
No Festival,Documentary,Romanian,Movie,Romania,120,Dorin Marcu,Unrated,0,0,0,2021-01-24
The Hunt,Drama,Danish,Movie,South Korea,120,Thomas Vinterberg,R,37,70,613308,2021-01-24
Paradise Next,Crime,Japanese,Movie,Japan,120,Yoshihiro Hanno,Unrated,0,1,0,2021-01-24
Tomorrow Man,Short,English,Movie,Portugal,120,Peter T Clarke,Unrated,0,0,0,2021-01-24
Flower of Evil,Drama,None,Series,South Africa,30,Carmine Gallone,Unrated,0,0,0,2021-01-24
Investiture of the Gods,Action,Mandarin,Series,South Korea,30,Steven Spielberg ,Unrated,0,0,0,2021-01-23
I Still Believe,Biography,English,Movie,Netherlands,120,Andrew Erwin,PG,0,1,9868521,2021-01-23
The White Tiger,Crime,Hindi,Movie,Lithuania,170,Ramin Bahrani,R,0,2,0,2021-01-23
Fate The Winx Saga,Action,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-23
Dragon,Action,Mandarin,Movie,Russia,120,Peter HoSun Chan,R,14,21,11137,2021-01-22
Dinner With Friends,Comedy,English,Movie,United States,120,Norman Jewison,R,1,6,0,2021-01-22
Cut Throat City,Action,English,Movie,United States,170,RZA,R,0,0,855894,2021-01-22
Cromartie High School,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-14,0,0,0,2021-01-22
Im Home,Action,English,Series,Thailand,30,George Lucas,PG,26,69,474544677,2021-01-22
come away,Adventure,English,Movie,Belgium,120,Brenda Chapman,PG,0,0,184477,2021-01-22
Affliction,Drama,English,Movie,Thailand,120,Paul Schrader,R,8,19,6330054,2021-01-21
Spycraft,Short,English,Series,Lithuania,30,Mehzeb Chowdhury,Unrated,0,0,0,2021-01-21
Daughter From Another Mother,Comedy,Spanish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-21
Horizon Line,Adventure,English,Movie,Turkey,120,Mikael Marcimain,PG-13,0,0,0,2021-01-20
The Battery,Adventure,English,Movie,Thailand,120,Jeremy Gardner,Unrated,9,2,0,2021-01-20
Restiamo amici,Comedy,Italian,Movie,Italy,120,Antonello Grimaldi,Unrated,0,0,0,2021-01-20
UnAvventura,Short,None,Movie,Italy,120,Luis Buuel,Unrated,0,0,0,2021-01-20
Sightless,Drama,English,Movie,Lithuania,120,Cooper Karl,Unrated,0,0,0,2021-01-20
Sluzby specjalne,Comedy,English,Series,Poland,30,Steven Spielberg ,Unrated,0,1,0,2021-01-19
Bungo Stray Dogs WAN,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,0,0,2021-01-18
Radium Girls,Drama,English,Movie,United States,120,Ginny Mohler,Unrated,1,1,0,2021-01-17
Ever Night,Adventure,Mandarin,Series,South Korea,30,Steven Spielberg ,Unrated,4,2,0,2021-01-17
Mushoku Tensei Jobless Reincarnation,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-14,0,0,0,2021-01-17
Death of Me,Horror,English,Movie,Canada,120,Darren Lynn Bousman,R,0,0,0,2021-01-17
Sheep  Wolves 2 Pig Deal,Drama,French,Movie,Poland,120,Gilles Deroo,Unrated,3,3,0,2021-01-17
Lucky Trouble,Comedy,Russian,Movie,Russia,120,Levan Gabriadze,Unrated,0,1,0,2021-01-16
BDay,Short,German,Movie,Russia,120,Holger Frick,Unrated,2,2,0,2021-01-16
So Im a Spider So What,Comedy,English,Series,Japan,30,Thomas Schlamme,PG-13,0,0,11585483,2021-01-16
Sesame Street,Animation,English,Series,Australia,30,Steven Spielberg ,TV-Y,232,317,0,2021-01-16
Song Without a Name,Drama,Quechua,Movie,Mexico,120,Melina Len,Unrated,32,20,0,2021-01-16
The Vanished,Action,English,Movie,Canada,120,Peter Facinelli,R,1,0,0,2021-01-16
Seized,Action,English,Movie,Canada,120,Isaac Florentine,R,0,0,0,2021-01-16
What Would Sophia Loren Do,Documentary,Italian,Movie,Lithuania,120,Ross Kauffman,TV-14,0,0,0,2021-01-16
Outside the Wire,Action,English,Movie,Lithuania,120,Mikael Hfstrm,R,0,0,0,2021-01-16
Double Dad,Comedy,Portuguese,Movie,Lithuania,120,Cris DAmato,Unrated,0,0,0,2021-01-16
Bling Empire,Reality-TV,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-16
Way To Find The Best Life,Adventure,Japanese,Movie,Japan,120,Isshin Inud,Unrated,0,1,0,2021-01-15
Horimiya,Animation,Japanese,Movie,Japan,30,Steven Spielberg ,TV-14,0,0,0,2021-01-15
Informer,Crime,English,Series,United Kingdom,30,Steven Spielberg ,Unrated,1,2,0,2021-01-15
Cheat,Thriller,English,Series,United Kingdom,30,Steven Spielberg ,Unrated,0,0,0,2021-01-15
De Geheimen van Barslet,Drama,Dutch,Series,Netherlands,30,Steven Spielberg ,Unrated,0,3,0,2021-01-15
Nowhere to Run,Action,English,Movie,Israel,120,Robert Harmon,R,0,1,22189039,2021-01-15
Superstore,Comedy,English,Series,South Africa,30,Steven Spielberg ,TV-14,3,14,0,2021-01-15
The Big Ugly,Drama,English,Movie,Canada,120,Scott Wiper,R,2,4,514107,2021-01-15
Non sono un assassino,Crime,Italian,Movie,Italy,120,Andrea Zaccariello,Unrated,0,2,0,2021-01-15
The Treflik Family,Animation,Polish,Series,Poland,30,Steven Spielberg ,Unrated,0,0,0,2021-01-15
Pinkfong  Baby Sharks Space Adventure,Animation,Korean,Movie,Lithuania,120,Steven Spielberg ,Unrated,0,0,0,2021-01-15
Wish You,Drama,English,Movie,Lithuania,120,Kieran DarcySmith,R,10,23,46347,2021-01-15
An Imperfect Murder,Drama,English,Movie,United States,120,James Toback,R,0,0,0,2021-01-14
On Happiness Road,Animation,Min Nan,Movie,South Korea,120,Hsin Yin Sung,Unrated,5,3,0,2021-01-14
Taipei Story,Drama,Min Nan,Movie,South Korea,120,Edward Yang,Unrated,0,3,12897,2021-01-14
Marlina the Murderer in Four Acts,Drama,Indonesian,Movie,Singapore,120,Mouly Surya,Unrated,19,26,17788,2021-01-14
Mars,Adventure,English,Movie,Czech Republic,120,Steven Spielberg ,TV-PG,0,5,0,2021-01-14
My 2,Comedy,English,Movie,Czech Republic,120,Steven Spielberg ,Unrated,4,1,0,2021-01-14
Night Stalker The Hunt for a Serial Killer,Documentary,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-14
LaidBack Camp,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,2,0,2021-01-13
Sputnik,Drama,Russian,Movie,United Kingdom,120,Egor Abramenko,Unrated,1,11,18853,2021-01-13
Broken Law,Action,English,Movie,United Kingdom,120,Paddy Slattery,Unrated,2,0,0,2021-01-13
The Bravest,Action,Mandarin,Movie,Thailand,120,Tony Chan,PG-13,7,18,290217,2021-01-13
Sprawiedliwi,Drama,Polish,Series,Poland,30,Steven Spielberg ,Unrated,0,0,0,2021-01-13
Al acecho,Crime,Spanish,Movie,Colombia,120,Gerardo Herrero,Unrated,0,0,0,2021-01-12
Il Grande Spirito,Crime,English,Movie,Italy,120,Sergio Rubini,Unrated,0,2,0,2021-01-12
Dolceroma,Comedy,Italian,Movie,Italy,120,Fabio Resinaro,Unrated,0,1,0,2021-01-12
Crack Cocaine Corruption  Conspiracy,Documentary,English,Movie,Lithuania,120,Stanley Nelson,TV-MA,0,0,0,2021-01-12
Kemono Jihen,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,0,0,2021-01-11
Idoly Pride,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,0,0,2021-01-11
Beneath Clouds,Drama,English,Movie,Australia,120,Ivan Sen,Unrated,8,12,0,2021-01-10
O tempo e o vento,Comedy,Portuguese,Movie,Brazil,170,Steven Spielberg ,Unrated,0,0,0,2021-01-09
The Tax Collector,Action,Spanish,Movie,Canada,120,David Ayer,Unrated,0,0,1044212,2021-01-09
Lupin,Animation,Japanese,Series,Lithuania,30,Hayao Miyazaki,PG-13,1,1,142425,2021-01-09
Yolki 5,Comedy,Russian,Movie,Russia,120,Timur Bekmambetov,Unrated,0,0,0,2021-01-08
April Fools Day,Comedy,None,Movie,Russia,120,Ralph Ceder,Unrated,0,0,0,2021-01-08
Crying 100 Times Every Raindrop Falls,Drama,Japanese,Movie,Japan,120,Ryuichi Hiroki,Unrated,0,0,0,2021-01-08
You Cannot Kill David Arquette,Documentary,English,Movie,Canada,120,David Darg,R,1,2,0,2021-01-08
Infamous,Biography,English,Movie,Canada,120,Douglas McGrath,R,3,2,1151330,2021-01-08
Pieces of a Woman,Drama,English,Movie,Lithuania,170,Kornl Mundrucz,R,5,43,0,2021-01-08
The Lenin Factor,Biography,Russian,Movie,Russia,120,Vladimir Khotinenko,Unrated,0,0,0,2021-01-07
The Very Best Day,Documentary,Russian,Movie,Russia,120,Pavel Medvedev,Unrated,1,0,0,2021-01-07
Finding Srimulat,Comedy,Indonesian,Movie,Thailand,120,Charles Gozali,Unrated,0,0,0,2021-01-07
Bluebell,Drama,English,Movie,Thailand,120,Steven Spielberg ,Unrated,1,6,0,2021-01-07
Gaya Sa Pelikula,Romance,Tagalog,Series,Thailand,30,Steven Spielberg ,Unrated,0,0,0,2021-01-07
Tony Parker The Final Shot,Documentary,French,Movie,Lithuania,120,Florent Bodin,Unrated,0,0,0,2021-01-07
Surviving Death,Documentary,English,Series,Lithuania,30,Steven Spielberg ,Unrated,0,0,0,2021-01-07
100 Halal,Drama,Indonesian,Movie,Lithuania,120,Jastis Arimba,Unrated,0,0,0,2021-01-07
Kingdom,Action,Korean,Movie,Hong Kong,170,Steven Spielberg ,TV-MA,0,0,0,2021-01-06
Summerland,Drama,English,Movie,Canada,120,Steven Spielberg ,Unrated,2,8,0,2021-01-06
Saint Petersburg,Comedy,Persian,Movie,Russia,120,Behruz Afkhami,Unrated,0,0,0,2021-01-05
Zombiepura,Comedy,Mandarin,Movie,South Korea,120,Jacen Tan,Unrated,0,0,0,2021-01-05
History of Swear Words,Documentary,English,Series,South Korea,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-05
Gabbys Dollhouse,Comedy,English,Series,South Korea,30,Daniel J Elder,Unrated,0,0,0,2021-01-05
Back to Life,Comedy,English,Series,United Kingdom,30,Steven Spielberg ,TV-MA,1,1,0,2021-01-05
Girls Secrets,Comedy,English,Movie,Israel,120,Steven Spielberg ,TV-MA,19,107,0,2021-01-05
Azizs Dream,Family,Uzbek,Movie,Israel,120,Steven Spielberg ,Unrated,0,0,0,2021-01-05
Africano,Adventure,Arabic,Movie,Israel,120,Amr Arafa,Unrated,0,0,0,2021-01-05
The Wolf of Snow Hollow,Comedy,English,Movie,Netherlands,120,Jim Cummings,R,0,1,185026,2021-01-05
When Louis Met Chris Eubank,Documentary,English,Movie,United Kingdom,120,Alicia Kerr,Unrated,0,0,0,2021-01-04
Meet Me in Venice,Drama,English,Movie,Thailand,170,Eddy Terstall,Unrated,2,0,0,2021-01-04
Hello Brother,Action,Hindi,Movie,Canada,170,Sohail Khan,Unrated,0,0,245034,2021-01-04
The Netflix Afterparty,Talk-Show,English,Series,Poland,30,Steven Spielberg ,TV-MA,0,0,0,2021-01-03
The Chamber,Crime,English,Movie,Brazil,120,James Foley,R,0,2,14551359,2021-01-02
Measure for Measure,Drama,English,Movie,Australia,120,Paul Ireland,Unrated,0,5,0,2021-01-02
Midnight Family,Documentary,Spanish,Movie,Mexico,120,Luke Lorentzen,Unrated,23,26,42310,2021-01-02
What Happened to Mr Cha,Comedy,Korean,Movie,France,120,Dongkyu Kim,Unrated,0,0,0,2021-01-01
The Minimalists Less Is Now,Documentary,English,Movie,France,120,Matt DAvella,TV-14,0,0,0,2021-01-01
Headspace Guide to Meditation,Documentary,English,Series,France,30,Steven Spielberg ,TV-G,0,0,0,2021-01-01
VINLAND SAGA,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-MA,1,9,0,2021-01-01
My Girl,Comedy,English,Series,Japan,30,Howard Zieff,PG,2,5,59489799,2021-01-01
Macross Delta,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,0,0,2021-01-01
Macross Frontier,Animation,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,2,0,0,2021-01-01
Come Back Mister,Comedy,Korean,Series,Japan,30,Steven Spielberg ,Unrated,0,2,0,2021-01-01
Recall,Crime,English,Movie,Japan,170,Michael James Regan,TV-MA,0,0,0,2021-01-01
Rose and Tulip,Romance,Japanese,Movie,Japan,120,Teruo Noguchi,Unrated,0,0,0,2021-01-01
SchoolLive,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,TV-14,0,1,0,2021-01-01
The Unbroken,Thriller,English,Movie,Japan,170,Jason Murphy,Unrated,0,0,0,2021-01-01
The Great White Tower,Drama,Japanese,Movie,Japan,170,Satsuo Yamamoto,Unrated,11,1,0,2021-01-01
Bento Harassment,Comedy,Japanese,Movie,Japan,120,Renpei Tsukamoto,Unrated,0,0,0,2021-01-01
Waves,Drama,English,Movie,Hong Kong,170,Trey Edward Shults,R,14,39,1658790,2021-01-01
Scoob,Animation,English,Movie,Australia,120,Tony Cervone,PG,0,1,0,2021-01-01
Racetime,Animation,English,Movie,Australia,120,JeanFranois Pouliot,PG,1,4,1875283,2021-01-01
Vaterfreuden,Comedy,German,Movie,Switzerland,120,Torsten Knstler,Unrated,1,1,0,2021-01-01
Nureyev,Biography,English,Movie,Sweden,120,Moze Mossanen,Unrated,2,3,0,2021-01-01
Captive State,Action,English,Movie,Sweden,120,Rupert Wyatt,PG-13,0,2,5958315,2021-01-01
The Elephant Man,Biography,English,Movie,Belgium,170,David Lynch,PG,10,22,26010864,2021-01-01
The Things of Life,Drama,French,Movie,Belgium,120,Claude Sautet,GP,1,2,5063,2021-01-01
Cesar and Rosalie,Drama,French,Movie,Belgium,120,Claude Sautet,R,1,0,5063,2021-01-01
Jochem Myjer  Adem In Adem Uit,Comedy,Dutch,Movie,Belgium,120,Steven Spielberg ,Unrated,0,0,0,2021-01-01
Teen Spirit,Drama,English,Movie,Czech Republic,120,Max Minghella,PG-13,0,3,441366,2021-01-01
Modalit Aereo,Comedy,Italian,Movie,Italy,120,Fausto Brizzi,Unrated,0,0,0,2021-01-01
Il Traditore,Short,None,Movie,Italy,170,Steven Spielberg ,Unrated,0,0,0,2021-01-01
Il Campione,Short,Italian,Movie,Italy,120,Edo Tagliavini,Unrated,0,0,0,2021-01-01
Blues Brothers 2000,Action,English,Movie,Poland,170,John Landis,PG-13,0,4,14051384,2021-01-01
Tarung Sarung,Action,Indonesian,Movie,Poland,120,Archie Hekagery,TV-14,0,0,0,2021-01-01
Running Man,Comedy,Korean,Series,Poland,30,Steven Spielberg ,TV-14,2,4,0,2021-01-01
Full Out 2 You Got This,Family,English,Movie,Poland,120,Jeff Deverett,Unrated,0,0,0,2021-01-01
Elcano  Magellan The First Voyage around the World,Animation,Basque,Movie,Poland,120,ngel Alonso,Unrated,0,2,0,2021-01-01
Best of StandUp 2020,Comedy,English,Movie,Poland,120,Steven Spielberg ,Unrated,0,0,0,2021-01-01
Mighty Oak,Comedy,English,Movie,South Korea,120,Sean McNamara,PG-13,0,0,0,2020-12-31
Heroes Reborn,Drama,English,Series,Japan,30,Steven Spielberg ,TV-14,0,5,0,2020-12-31
Doraemon Nobitas Chronicle of the Moon Exploration,Animation,Hindi,Movie,Japan,120,Yukiyo Teramoto,Unrated,0,0,0,2020-12-31
100 Wolf,Animation,English,Movie,United Kingdom,120,Alexs Stadermann,PG,0,0,512805,2020-12-31
Spree,Comedy,English,Movie,United Kingdom,120,Eugene Kotlyarenko,Unrated,0,5,28771,2020-12-31
The Vigil,Horror,English,Movie,United Kingdom,120,Keith Thomas,PG-13,0,1,0,2020-12-31
Savage,Crime,English,Movie,United Kingdom,120,Brendan Muldowney,Unrated,1,6,0,2020-12-31
Saint Frances,Comedy,English,Movie,United Kingdom,120,Alex Thompson,Unrated,11,17,44330,2020-12-31
Rev,Action,English,Movie,United Kingdom,120,Ant Horasanli,R,0,0,0,2020-12-31
Proxima,Action,French,Movie,United Kingdom,120,Alice Winocour,Unrated,4,6,0,2020-12-31
HOPE GAP,Drama,English,Movie,United Kingdom,120,William Nicholson,PG-13,0,1,104732,2020-12-31
Abe,Short,English,Movie,United Kingdom,120,Rob McLellan,Unrated,0,0,0,2020-12-31
Alaska Is a Drag,Short,English,Movie,Australia,120,Shaz Bennett,Unrated,0,1,0,2020-12-31
Gangaajal,Action,Hindi,Movie,Canada,170,Prakash Jha,Unrated,5,27,0,2020-12-31
Bobby Jasoos,Comedy,Urdu,Movie,Canada,120,Samar Shaikh,Unrated,0,1,0,2020-12-31
BluffMaster,Comedy,Hindi,Movie,Canada,170,Rohan Sippy,Unrated,0,3,718956,2020-12-31
Apaharan,Action,Hindi,Movie,Canada,170,Prakash Jha,Unrated,5,6,44133,2020-12-31
Equinox,Action,English,Series,Poland,30,Jack Woods,GP,0,4,0,2020-12-31
Best Leftovers Ever,Reality-TV,English,Series,Poland,30,Steven Spielberg ,TV-G,0,0,0,2020-12-31
Soreike Anpanman,Animation,Japanese,Series,South Korea,30,Steven Spielberg ,Unrated,0,0,0,2020-12-30
Rilu Rilu Fairilu,Animation,Japanese,Series,South Korea,30,Steven Spielberg ,Unrated,0,0,0,2020-12-30
Dead Run,Drama,Japanese,Movie,Japan,170,SABU,Unrated,0,0,0,2020-12-30
The Blue Light,Drama,German,Movie,Japan,120,Bla Balzs,Unrated,1,1,0,2020-12-30
Taro no Baka,Adventure,Japanese,Movie,Japan,120,Tatsushi Ohmori,Unrated,0,0,0,2020-12-30
Love and Redemption,Drama,Chinese,Series,India,30,Steven Spielberg ,Unrated,0,0,0,2020-12-30
The Merger,Comedy,English,Movie,Australia,120,Mark Grentell,Unrated,0,6,0,2020-12-30
Teenage Kicks,Drama,English,Movie,Australia,120,Craig Boreham,Unrated,1,3,0,2020-12-30
Under the Silver Lake,Crime,English,Movie,Australia,170,David Robert Mitchell,R,3,9,46083,2020-12-30
I Love You Too,Comedy,English,Movie,Australia,120,Daina Reid,Unrated,0,0,0,2020-12-30
Broke,Comedy,English,Movie,Australia,120,Steven Spielberg ,TV-PG,0,0,0,2020-12-30
Backyard Ashes,Comedy,English,Movie,Australia,120,Mark Grentell,Unrated,0,0,0,2020-12-30
I Love You Two,Comedy,Thai,Movie,Thailand,120,Rergchai Poungpetch,Unrated,0,1,0,2020-12-30
The Rope Curse 2,Horror,Mandarin,Movie,Lithuania,120,ShihHan Liao,Unrated,0,3,0,2020-12-30
War of the sexes,Drama,French,Movie,Russia,120,Bruno Garcia,Unrated,0,0,0,2020-12-29
Eclipse,Drama,English,Movie,Russia,120,Jeremy Podeswa,Unrated,1,2,86438,2020-12-29
A Love So Beautiful,Comedy,Chinese,Series,Iceland,30,Steven Spielberg ,Unrated,5,1,0,2020-12-29
All My Friends Are Dead,Short,English,Movie,Poland,120,Raven McCall,Unrated,0,0,0,2020-12-29
Cops and Robbers,Comedy,Italian,Movie,Mexico,30,Mario Monicelli,Unrated,3,1,0,2020-12-28
A Moment of Romance,Action,Cantonese,Movie,South Korea,120,Benny Chan,Unrated,1,3,0,2020-12-28
Nobodys Daughter Haewon,Crime,English,Movie,South Korea,120,Shawn Linden,Unrated,0,0,0,2020-12-28
RentaCat,Comedy,Japanese,Movie,South Korea,120,Naoko Ogigami,Unrated,0,1,0,2020-12-28
Tai Chi Warriors,Action,English,Movie,South Korea,120,Tun Ping Yang,Unrated,0,0,0,2020-12-28
Turtles Swim Faster Than Expected,Comedy,Japanese,Movie,South Korea,120,Satoshi Miki,Unrated,0,0,0,2020-12-28
Lizzie,Biography,English,Movie,South Korea,120,Craig William Macneill,R,0,1,642157,2020-12-28
Laplaces Witch,Animation,Japanese,Movie,South Korea,120,Steven Spielberg ,TV-MA,0,0,0,2020-12-28
Heroic Duo,Action,Cantonese,Movie,South Korea,120,Benny Chan,R,1,3,0,2020-12-28
Dragon in Jail,Action,Cantonese,Movie,South Korea,120,Kent Cheng,Unrated,0,0,0,2020-12-28
Doomsday The Sinking of Japan,Adventure,Japanese,Movie,South Korea,170,Shinji Higuchi,PG-13,0,1,0,2020-12-28
Confession of Pain,Crime,Mandarin,Movie,South Korea,120,Andrew Lau,Unrated,5,15,0,2020-12-28
Butterfly,Drama,Spanish,Movie,South Korea,120,Jos Luis Cuerda,R,6,19,2092682,2020-12-28
Pray,Horror,Japanese,Movie,South Korea,120,Yichi Sat,Unrated,0,0,0,2020-12-28
Move the Grave,Comedy,Korean,Movie,South Korea,120,SeungO Jeong,Unrated,3,0,0,2020-12-28
High Life,Adventure,English,Movie,South Korea,120,Claire Denis,R,5,15,1225852,2020-12-28
Family Affair,Comedy,English,Movie,South Korea,120,Steven Spielberg ,TV-G,1,10,0,2020-12-28
Citizen Roh,Comedy,English,Movie,South Korea,120,Steven Spielberg ,Unrated,0,0,0,2020-12-28
Evils Wave,Drama,Swedish,Series,Japan,30,Mikael Hfstrm,Unrated,9,10,15530,2020-12-28
Afro Tanaka,Comedy,Japanese,Series,Japan,30,Daigo Matsui,Unrated,0,0,0,2020-12-28
Dewi,Drama,Malay,Series,Thailand,30,Aziz M Osman,Unrated,0,0,0,2020-12-28
My Only One,Drama,Korean,Series,Lithuania,30,Steven Spielberg ,Unrated,4,0,0,2020-12-28
Find Me in Your Memory,Fantasy,Korean,Series,Lithuania,30,Steven Spielberg ,Unrated,0,0,0,2020-12-28
Death to 2020,Comedy,English,Movie,France,120,Alice Mathias,TV-MA,0,0,0,2020-12-27
Monster Run,Drama,Chinese,Movie,Lithuania,120,Henri Wong,Unrated,0,0,0,2020-12-27
Little Love Song,Drama,Korean,Movie,Japan,170,Steven Spielberg ,Unrated,0,0,0,2020-12-27
Like a Boss,Comedy,English,Movie,Japan,120,Miguel Arteta,R,1,5,22169514,2020-12-27
Kishiryu Sentai Ryusoulger The Movie Time Slip Dinosaur Panic,Short,Japanese,Movie,Japan,120,Kazuya Kamihoriuchi,Unrated,0,0,0,2020-12-27
Kamen Rider Build NEW WORLD Kamen Rider Grease,Action,Japanese,Movie,Japan,120,Shjir Nakazawa,Unrated,0,0,0,2020-12-27
The Last Full Measure,Drama,English,Movie,Australia,120,Todd Robinson,R,0,1,2949212,2020-12-27
Justice League Dark Apokolips War,Animation,English,Movie,Australia,120,Matt Peters,R,0,0,0,2020-12-27
Just Mercy,Biography,English,Movie,Australia,170,Destin Daniel Cretton,PG-13,10,15,36001502,2020-12-27
Koki Koki Cilik 2,Drama,Indonesian,Movie,Singapore,120,Viva Westi,TV-PG,0,0,0,2020-12-27
Shelldon,Animation,English,Series,Thailand,30,Steven Spielberg ,TV-Y,0,0,0,2020-12-27
The Desire,Romance,Spanish,Series,Thailand,30,Steven Spielberg ,Unrated,0,4,0,2020-12-27
Last Letter,Drama,Mandarin,Movie,Thailand,170,Shunji Iwai,Unrated,1,12,180946,2020-12-27
Locked,Thriller,German,Movie,South Africa,120,Oleg Assadulin,Unrated,0,0,0,2020-12-27
Reprisal,Action,English,Movie,Belgium,120,Brian A Miller,R,0,0,0,2020-12-27
Claudia de Breij  Oudejaarsconference 2019,Comedy,Dutch,Movie,Belgium,120,Steven Spielberg ,Unrated,0,0,0,2020-12-27
Love Song,Drama,English,Movie,United Kingdom,120,Julie Dash,PG,0,1,0,2020-12-27
The Last Tree,Drama,English,Movie,United Kingdom,120,Shola Amoo,Unrated,3,11,10128,2020-12-27
Kindred Spirits,Reality-TV,English,Movie,United Kingdom,120,Steven Spielberg ,Unrated,0,0,0,2020-12-27
Judy  Punch,Biography,English,Movie,United Kingdom,120,Rupert Goold,PG-13,23,61,24313888,2020-12-27
Baptiste,Crime,English,Series,United Kingdom,30,Steven Spielberg ,Unrated,0,0,0,2020-12-27
Last Moment of Clarity,Thriller,English,Movie,Canada,120,James Krisel,R,0,0,0,2020-12-27
Inheritance,Drama,English,Movie,Canada,120,Vaughn Stein,TV-MA,0,0,0,2020-12-27
DNA,Action,English,Movie,Canada,120,William Mesa,R,1,0,0,2020-12-27
Mayday,Drama,English,Movie,Poland,120,Steven Spielberg ,Unrated,0,0,0,2020-12-27
